subj,time_pressure,model,ll,mape,mae,mse
s215,50,gcm_disc_unidim,-9.84674275536848,1.14083365866315,0.267102726169227,0.140614318156557
s215,50,gcm_unidim,-10.5251280494179,1.22972581036968,0.295350260093331,0.14894967424571
s215,none,gcm,9.62494155276212,0.278265419756541,0.0954633410858155,0.0188429162501065
s215,none,gcm_disc,-2.00091430661467,0.825107069096805,0.241721645636292,0.0690002818647193
s215,none,gcm_disc_unidim,-10.6481449004598,1.10525099174887,0.285370012313833,0.143074188454208
s215,none,gcm_unidim,-9.65595900138529,0.93243133092953,0.264074955429504,0.1325013841679
s216,50,gcm,7.73180560614586,0.314818228164234,0.126013462406858,0.0261471255921026
s216,50,gcm_disc,-1.09644627723345,0.548576603454543,0.21273055791952,0.0638252988402567
s216,50,gcm_disc_unidim,-8.97802388724553,0.781099550074596,0.284092714094296,0.141588357493572
s216,50,gcm_unidim,-9.38201460294912,0.805070698518657,0.294132712071514,0.148367302893525
s216,none,gcm,14.5732907255612,18955423216868.4,0.102227986470576,0.016344552396914
s216,none,gcm_disc,-2.86376609548564,43521204237184,0.241216660589734,0.0741235504357458
s216,none,gcm_disc_unidim,-12.4981227584085,76474306425051.7,0.319898892247514,0.165289964651009
s216,none,gcm_unidim,-11.5627364307038,76226006065977.5,0.283278189258593,0.152035181208721
s217,50,gcm,8.06389219654561,3.62502553146606,0.15518139599445,0.0298581001337424
s217,50,gcm_disc,-10.8351381176046,9.03769501827211,0.359090297866313,0.143565688037167
s217,50,gcm_disc_unidim,-15.8733578458989,14.0162965320411,0.39572699003665,0.22099138033351
s217,50,gcm_unidim,-12.9458307348387,11.8677841053183,0.289462445135159,0.173781054368198
s217,none,gcm,13.7645074941954,0.377993253356943,0.103857985108612,0.018095235139231
s217,none,gcm_disc,-5.59611445777803,1.18240633407225,0.277420107811693,0.0937910720769623
s217,none,gcm_disc_unidim,-15.592114461102,1.98885234334529,0.358622189476555,0.21479467024899
s217,none,gcm_unidim,-14.6497225978493,1.77345614264479,0.319585360356103,0.19831534826706
s218,50,gcm,9.37684532358221,0.191975721233792,0.119000292888438,0.0240866257923849
s218,50,gcm_disc,8.88856999124664,0.219509126462347,0.1302626071545,0.0275756690725075
s218,50,gcm_disc_unidim,9.14761292626823,0.217622679297111,0.130271328426484,0.0272053177326669
s218,50,gcm_unidim,8.66166968021157,0.195815451319512,0.121103384250589,0.0262844606195643
s218,none,gcm,10.9334638891205,0.172067631915985,0.113680937707493,0.0217486112284009
s218,none,gcm_disc,9.77663886536622,0.189572648931153,0.119426241307448,0.0260559911075166
s218,none,gcm_disc_unidim,7.21384112545747,0.219346971551971,0.143659281582683,0.0327686973139778
s218,none,gcm_unidim,6.20851293282019,0.231741577086689,0.157172782466571,0.0350685439319577
s219,50,gcm,7.31205335889241,0.308767967276826,0.137427640311917,0.0311686335520243
s219,50,gcm_disc,-5.21800204524165,0.627695063050384,0.271266927613052,0.0901996039463086
s219,50,gcm_disc_unidim,-12.0617873967471,0.848163735322172,0.330299849429972,0.159131568651884
s219,50,gcm_unidim,-10.7641637104068,0.753757841321306,0.284622329149844,0.142682152972257
s219,none,gcm,11.1472771107641,0.389259980315957,0.128218002109795,0.0230007670994633
s219,none,gcm_disc,-2.47229178140704,0.763614942312053,0.234612684119281,0.0718920503981069
s219,none,gcm_disc_unidim,-9.21746163076676,0.963769964581209,0.280138047044209,0.126251950287285
s219,none,gcm_unidim,-8.52755954736938,0.860507530100763,0.272391089812223,0.120285204786993
s220,50,gcm,10.7419984558524,0.220365239797488,0.130850282248205,0.0231713036444002
s220,50,gcm_disc,-0.0476273107964467,0.356927995416887,0.209614968340192,0.0581835348275994
s220,50,gcm_disc_unidim,-4.8102277738641,0.44293159479257,0.245504669073292,0.0878946892563992
s220,50,gcm_unidim,-4.17720041806158,0.42538130490125,0.230494975964145,0.0826693494938564
s220,none,gcm,-3.06015465865697,5.0958259939068,0.217052918357305,0.0730544922491255
s220,none,gcm_disc,-0.484457721209125,5.35760390785845,0.204865462315762,0.0589009065495721
s220,none,gcm_disc_unidim,-12.7085735173258,7.57010361193021,0.339094758087076,0.164446391983336
s220,none,gcm_unidim,-14.4380415872714,4.82272854755995,0.380419367744397,0.190691465032251
s221,50,gcm,4.92651994425099,0.393546631250474,0.168390470174587,0.0379019343728263
s221,50,gcm_disc,3.37624802865196,0.366882415828851,0.154081760727282,0.043096912535425
s221,50,gcm_disc_unidim,-8.37035355387886,0.599173423149713,0.236685714719037,0.126003586748527
s221,50,gcm_unidim,-10.8474527288728,0.834062507841245,0.336113943294236,0.153909248879631
s221,none,gcm,8.45700584145274,0.461511353488783,0.132884015042104,0.0284516307112013
s221,none,gcm_disc,3.84396483750837,0.622375398585239,0.17039379377887,0.0419943672400852
s221,none,gcm_disc_unidim,-11.952180120348,1.1027434795582,0.282227284540404,0.156687600432025
s221,none,gcm_unidim,-13.1876242430399,1.21724756469828,0.324533801052996,0.172608891614244
s222,50,gcm,9.27816604215006,0.403890091268216,0.126408481506625,0.0261582967610829
s222,50,gcm_disc,4.46719328502854,0.68172567150721,0.169500271539122,0.0404322807781845
s222,50,gcm_disc_unidim,-12.6066524790469,1.32233968557393,0.28686955239851,0.171634711788295
s222,50,gcm_unidim,-13.9998157360971,1.38400487489391,0.328353773581001,0.190298815144686
s222,none,gcm,4.60141956322424,6668249596847.84,0.150539908832873,0.0394648577586905
s222,none,gcm_disc,2.70702860914451,27026717660542.7,0.158915011560116,0.0443600006458682
s222,none,gcm_disc_unidim,-12.2593643887987,34608223113268.7,0.307345130391563,0.164351175098482
s222,none,gcm_unidim,-12.8045510092814,8302985568335.3,0.320916155386151,0.171101524596284
s223,50,gcm,9.15462999577695,0.424590401959452,0.130412972736766,0.0268355486192579
s223,50,gcm_disc,-2.43596577629882,0.714530339875008,0.226299373500222,0.0717778022643557
s223,50,gcm_disc_unidim,-9.02778708131601,0.903312520059455,0.290850134297953,0.128992427713209
s223,50,gcm_unidim,-7.73974939141408,0.777559700362944,0.266290186141786,0.119141329913072
s223,none,gcm,19.1660100932248,0.173386869966316,0.0905539855441908,0.011786804598067
s223,none,gcm_disc,4.3348092172955,0.34347999327629,0.180785056659037,0.0417342169721451
s223,none,gcm_disc_unidim,-6.18864387333786,0.490213346111107,0.2398272291745,0.0977628461719076
s223,none,gcm_unidim,-6.04666113289956,0.50839654648276,0.250231067414643,0.0970171818880354
s224,50,gcm,9.15230715955479,0.374844394601229,0.132891994222789,0.0250207185108342
s224,50,gcm_disc,-8.79880670962837,1.01843942114228,0.328300188773876,0.120785250088402
s224,50,gcm_disc_unidim,-12.6314573854598,1.22317756583019,0.351262693016838,0.171058390662701
s224,50,gcm_unidim,-9.17036077842907,0.84250787311253,0.240126558328617,0.129227188628218
s224,none,gcm,15.3075006643344,0.239463068610051,0.100108016832648,0.0162496325224182
s224,none,gcm_disc,-5.79299859962063,0.745907420990381,0.287134773719538,0.0949022572312458
s224,none,gcm_disc_unidim,-9.84329944397562,0.856112570550668,0.315135474342252,0.133228566182782
s224,none,gcm_unidim,-5.84913579899828,0.554414210750656,0.214108533978533,0.0956781620504219
s225,50,gcm,0.213215135320156,0.607170844891658,0.192371089613698,0.053378870650517
s225,50,gcm_disc,-5.21332697963095,0.909966602149051,0.246359996088613,0.0925609431277787
s225,50,gcm_disc_unidim,-10.8844723573118,1.22478210783844,0.306523513938708,0.160531104406303
s225,50,gcm_unidim,-11.350102132557,1.17204930290913,0.320948030053178,0.165561947857281
s225,none,gcm,-9.65579084874356,24614768744727.1,0.298786949012756,0.128110593441323
s225,none,gcm_disc,-3.82462332778936,45602962188133.8,0.241101763391876,0.0800806280576781
s225,none,gcm_disc_unidim,-12.8960781430152,67932760146949.4,0.343893534361072,0.168049738265473
s225,none,gcm_unidim,-17.1467912773616,55354080701913.3,0.414923484878538,0.235614446152639
s226,50,gcm,8.24580983452359,0.266903343079835,0.128465210266017,0.0248461816652997
s226,50,gcm_disc,-0.354326056717515,0.467620002362691,0.209374053194881,0.0597519032850062
s226,50,gcm_disc_unidim,-6.92802834600548,0.618083381487138,0.264720493536894,0.111096044086452
s226,50,gcm_unidim,-6.04745566623013,0.565083542314301,0.257580867375445,0.103635631672156
s226,none,gcm,2.78678596595156,0.481944071733056,0.184160722864976,0.0461845248475472
s226,none,gcm_disc,13.2836846958127,0.247377453727228,0.111022478853165,0.0193844066089675
s226,none,gcm_disc_unidim,-2.22988661452031,0.456404924336124,0.208871156513521,0.0703696778141645
s226,none,gcm_unidim,-8.02352018301823,0.690357895759805,0.294374545107338,0.113243418337406
s227,50,gcm,5.36583878615184,0.565831920810888,0.138703923788701,0.0353549361404611
s227,50,gcm_disc,-5.93375709506129,1.31757343070227,0.278266727464661,0.0976834598049629
s227,50,gcm_disc_unidim,-11.5572927264846,1.62266474033694,0.315552309700006,0.156897099701874
s227,50,gcm_unidim,-9.70074185371838,1.19971403474221,0.250118772782611,0.135648958215385
s227,none,gcm,10.194864665394,0.608457346215417,0.124351922275239,0.024046802370358
s227,none,gcm_disc,-0.287726358290217,1.27012712381912,0.203265275610831,0.0598508637568505
s227,none,gcm_disc_unidim,-11.3207274584991,1.60856500400361,0.305474465129411,0.150103646108418
s227,none,gcm_unidim,-10.9766161956914,1.10133790878785,0.292769388711685,0.146375807167578
s228,50,gcm,9.32555257282013,0.244489702999271,0.1333579691554,0.0260242409264793
s228,50,gcm_disc,10.7784004642963,0.222956987448667,0.122577610325708,0.0240983963251802
s228,50,gcm_disc_unidim,6.5566682823537,0.241148123292417,0.139607325989618,0.0335104462039679
s228,50,gcm_unidim,2.67063051638144,0.332216911358635,0.184622577809486,0.0466530586848884
s228,none,gcm,10.3195222497529,1.0300781903128,0.125519195041219,0.0236280536589317
s228,none,gcm_disc,0.0965772004999509,1.89033053409805,0.201229763752447,0.0579890376002342
s228,none,gcm_disc_unidim,-5.20596541042515,2.01897297290865,0.233756968732668,0.0902178744733947
s228,none,gcm_unidim,-2.0810573221633,1.2815616808359,0.209570276858372,0.0700236879245829
s229,50,gcm,-1.0725673435846,3.14208543208118,0.210388090851287,0.064058972283616
s229,50,gcm_disc,-10.1591768164244,4.86626490214343,0.326795900098161,0.140111273888723
s229,50,gcm_disc_unidim,-14.2781548482314,5.85962589639951,0.366105769998427,0.195179890465314
s229,50,gcm_unidim,-12.5735951118824,5.28100961797598,0.306751984427157,0.169294370686753
s229,none,gcm,-1.36659692875981,0.953999696905107,0.199062923286012,0.0647198293018468
s229,none,gcm_disc,6.36973106000457,0.83132175928225,0.151826754783145,0.0344163116530563
s229,none,gcm_disc_unidim,-10.9322987616302,1.5075924460769,0.305997913378325,0.145805870844752
s229,none,gcm_unidim,-13.1245812359171,1.48384113804635,0.333515612724585,0.174079926196415
s230,50,gcm,2.45418520794946,0.450832753445773,0.147091961423731,0.0428855892099196
s230,50,gcm_disc,-2.68191901360895,0.828387505954921,0.216548129723797,0.0755233757898905
s230,50,gcm_disc_unidim,-11.1372773402071,1.21462945921651,0.281022623571355,0.165903051404662
s230,50,gcm_unidim,-10.9769896150759,1.15830822754611,0.285547700295536,0.164998168972349
s230,none,gcm,23.2930495521115,0.188808758784143,0.0587302969425607,0.00671165724348538
s230,none,gcm_disc,6.07658494155248,0.824801487612831,0.183002465274621,0.0354471167323561
s230,none,gcm_disc_unidim,-13.4533098925574,1.63125960394477,0.29827178500179,0.177167680840641
s230,none,gcm_unidim,-13.5571431828213,1.43981266464029,0.289958565621683,0.179876685234468
s231,50,gcm,2.82544013533198,0.415701376926307,0.173215474504018,0.0461425986772554
s231,50,gcm_disc,-2.59329696475143,0.568364145700139,0.209904458380132,0.0729968165457866
s231,50,gcm_disc_unidim,-2.70031269691651,0.554268004862057,0.201708250876307,0.0733460694464335
s231,50,gcm_unidim,-0.0231323069407234,0.425131907479822,0.170425372065217,0.0554217410430507
s231,none,gcm,0.863078260199196,21032391640790.1,0.184779124396775,0.0534407383368379
s231,none,gcm_disc,-1.44595326848557,44460309459333.6,0.20890857573437,0.065908492410729
s231,none,gcm_disc_unidim,-5.35447244087108,45694246194771.6,0.258406517549921,0.0926678257308236
s231,none,gcm_unidim,-5.66082606198948,19224805702050.2,0.256942629527911,0.0933874005942999
s232,50,gcm,6.65665470967592,0.702576042920527,0.140672458370407,0.0337929410251437
s232,50,gcm_disc,-5.10304094330277,1.76484207791493,0.254222203481139,0.0909736532520851
s232,50,gcm_disc_unidim,-13.3547142859808,2.67138837131239,0.330743906756141,0.186285606663151
s232,50,gcm_unidim,-12.2971531508179,2.18527656299286,0.287681038522744,0.169647415690128
s232,none,gcm,-0.22451163410436,1.85605705959349,0.18620168195259,0.0549783407141997
s232,none,gcm_disc,4.69312227298973,3.80990637410206,0.158192196923255,0.0395807900405922
s232,none,gcm_disc_unidim,-14.006341360498,7.60969328810919,0.317887397146435,0.187543816258817
s232,none,gcm_unidim,-15.0440064440535,4.94009931184942,0.349215854957484,0.203421897834268
s233,50,gcm,10.2477102525251,0.262958802795816,0.116907650117123,0.0236864227078101
s233,50,gcm_disc,-1.56320167586468,0.527333392932719,0.216527457539215,0.0670385542695986
s233,50,gcm_disc_unidim,-6.83301349671508,0.643698098622109,0.261298799236592,0.10553309135521
s233,50,gcm_unidim,-5.69156151846691,0.510166099051822,0.221604116858523,0.0909021301159624
s233,none,gcm,4.85674413063849,0.355059858992084,0.156734854363095,0.0382034581000068
s233,none,gcm_disc,-1.42427027671041,0.526450960825724,0.218700492455789,0.0651798129055677
s233,none,gcm_disc_unidim,-8.24639763110747,0.701996053630592,0.279177350516325,0.113893466084892
s233,none,gcm_unidim,-8.8996370301812,0.66656396441307,0.264161774373517,0.118071747879849
s234,50,gcm,4.53108817900555,0.413653516779425,0.158928083722816,0.0364657294877348
s234,50,gcm_disc,0.833481676236933,0.520752572186304,0.191163614664992,0.0533176575793379
s234,50,gcm_disc_unidim,-6.50028682762959,0.708360018277919,0.261819568624574,0.111192975909613
s234,50,gcm_unidim,-8.24084700499662,0.791636217704521,0.305099890607427,0.130336432223934
s234,none,gcm,2.94647983001927,0.476372123555348,0.176259130317714,0.0457457234449853
s234,none,gcm_disc,10.5419547469408,0.40142842443838,0.126058484611154,0.0248151665075355
s234,none,gcm_disc_unidim,-6.76714528883485,0.740002108541992,0.255738247133074,0.105213592878445
s234,none,gcm_unidim,-9.6610306049363,0.787007194491887,0.30502185864203,0.133831935660493
s235,50,gcm,-2.03532821085214,0.872104202916399,0.211455669213442,0.0712561896208855
s235,50,gcm_disc,-3.28676981212834,1.18626208163774,0.233882537353128,0.0789516913951795
s235,50,gcm_disc_unidim,-9.73950808904129,1.68534981030803,0.315208618094545,0.139284017896663
s235,50,gcm_unidim,-11.3076144140711,1.60716381096524,0.324344146649946,0.158798781390579
s235,none,gcm,-6.32094975970649,28856602008114.5,0.247588940717913,0.100289373148157
s235,none,gcm_disc,2.69239874168574,47043345219934.6,0.17279585750594,0.0482879596599475
s235,none,gcm_disc_unidim,-4.79413483086653,47786166731909.6,0.270088325804771,0.0906756221774355
s235,none,gcm_unidim,-11.6402205605395,27727908121858.3,0.334003915669315,0.157245206157686
s236,50,gcm,1.85451965351356,0.518265771941555,0.168736039054862,0.0411268001376201
s236,50,gcm_disc,-5.03665334406593,0.963564893495782,0.248784612716941,0.093811976126885
s236,50,gcm_disc_unidim,-13.3161290244188,1.53914012413822,0.351735991614559,0.191617315337742
s236,50,gcm_unidim,-13.1615868087582,1.39202909107819,0.34558957958469,0.185567967453795
s236,none,gcm,5.38565396569014,2.00804243152174,0.152465373444686,0.0348388755240848
s236,none,gcm_disc,2.80652902284653,4.980608881511,0.171258686102599,0.0453534331569792
s236,none,gcm_disc_unidim,-11.2173598140161,6.14211135330215,0.285068597386171,0.146482880274838
s236,none,gcm_unidim,-11.623621509473,2.75856177892968,0.309964510252284,0.155649529589835
s237,50,gcm,6.99219763018704,0.51909732795768,0.128737375514701,0.0311368410729018
s237,50,gcm_disc,0.995082154563131,1.59140583516761,0.194871802987542,0.0535671452281919
s237,50,gcm_disc_unidim,0.304581796350316,1.51409280644113,0.183822322298145,0.0567243790853439
s237,50,gcm_unidim,4.06740634259042,0.475498726272107,0.131019003646752,0.0413488041368883
s237,none,gcm,6.90026227532603,0.510624645139055,0.143695937213043,0.030606978239705
s237,none,gcm_disc,-2.0864422988877,0.970410671777867,0.220815122442724,0.0704188009026517
s237,none,gcm_disc_unidim,-8.93786126376551,1.1590168019134,0.280767515995209,0.125593322725483
s237,none,gcm_unidim,-8.20289040737186,0.900367726252635,0.277565304156931,0.118786952456879
s238,50,gcm,2.52844606002408,1.34730218770321,0.180897686308592,0.0458886704760964
s238,50,gcm_disc,-9.63752748377942,2.75932435377491,0.32488567124525,0.135032635399568
s238,50,gcm_disc_unidim,-14.2716814527011,3.73045715696748,0.378464852312684,0.20310573901706
s238,50,gcm_unidim,-12.1282213009234,2.84500427019168,0.310365042987502,0.16775721843561
s238,none,gcm,8.4669886186501,0.434353199555057,0.128233646191075,0.0280116200420271
s238,none,gcm_disc,-3.77113300165634,0.875315022384245,0.246479911508122,0.0794125277963269
s238,none,gcm_disc_unidim,-11.1950185931664,1.17815844172554,0.299087888081505,0.14812347795207
s238,none,gcm_unidim,-10.4430036525351,1.03582033855742,0.273023885788916,0.138490041815122
